"";"FechaHora2";"Viento";"DirViento";"Año";"Mes";"DirViento2";"Dia";"Viento2";"0_5";"5_10";"10_15";"15_20";"20_25";"Mes_Año"
"2215";"2017-02-28 04";0,73;169;"2017";"febrero";"Sur";"2017-02-28";"[0,5]";1;0;0;0;0;"febrero 2017"
"2216";"2017-02-28 05";1,98;205;"2017";"febrero";"S-W";"2017-02-28";"[0,5]";1;0;0;0;0;"febrero 2017"
"2217";"2017-02-28 06";2,29;237;"2017";"febrero";"S-W";"2017-02-28";"[0,5]";1;0;0;0;0;"febrero 2017"
"2218";"2017-02-28 07";2,41;137;"2017";"febrero";"S-E";"2017-02-28";"[0,5]";1;0;0;0;0;"febrero 2017"
"2219";"2017-02-28 08";1,2;135;"2017";"febrero";"S-E";"2017-02-28";"[0,5]";1;0;0;0;0;"febrero 2017"
"2220";"2017-02-28 09";2,95;161;"2017";"febrero";"Sur";"2017-02-28";"[0,5]";1;0;0;0;0;"febrero 2017"
"2221";"2017-02-28 10";2,71;201;"2017";"febrero";"Sur";"2017-02-28";"[0,5]";1;0;0;0;0;"febrero 2017"
"2222";"2017-02-28 11";3,61;209;"2017";"febrero";"S-W";"2017-02-28";"[0,5]";1;0;0;0;0;"febrero 2017"
"2223";"2017-02-28 12";7,44;279;"2017";"febrero";"Oeste";"2017-02-28";"(5,10]";0;0;0;0;0;"febrero 2017"
"2224";"2017-02-28 13";7,58;258;"2017";"febrero";"Oeste";"2017-02-28";"(5,10]";0;0;0;0;0;"febrero 2017"
"2225";"2017-02-28 14";9,3;260;"2017";"febrero";"Oeste";"2017-02-28";"(5,10]";0;0;0;0;0;"febrero 2017"
"2226";"2017-02-28 15";8,8;280;"2017";"febrero";"Oeste";"2017-02-28";"(5,10]";0;0;0;0;0;"febrero 2017"
"2227";"2017-02-28 16";2,72;217;"2017";"febrero";"S-W";"2017-02-28";"[0,5]";1;0;0;0;0;"febrero 2017"
"2228";"2017-02-28 17";2,7;199;"2017";"febrero";"Sur";"2017-02-28";"[0,5]";1;0;0;0;0;"febrero 2017"
"2229";"2017-02-28 18";2,66;230;"2017";"febrero";"S-W";"2017-02-28";"[0,5]";1;0;0;0;0;"febrero 2017"
"2230";"2017-02-28 19";2,85;236;"2017";"febrero";"S-W";"2017-02-28";"[0,5]";1;0;0;0;0;"febrero 2017"
"2231";"2017-02-28 20";1,41;183;"2017";"febrero";"Sur";"2017-02-28";"[0,5]";1;0;0;0;0;"febrero 2017"
"2232";"2017-02-28 21";0,88;158;"2017";"febrero";"Sur";"2017-02-28";"[0,5]";1;0;0;0;0;"febrero 2017"
"2233";"2017-02-28 22";0,95;107;"2017";"febrero";"Este";"2017-02-28";"[0,5]";1;0;0;0;0;"febrero 2017"
"2234";"2017-02-28 23";1,41;180;"2017";"febrero";"Sur";"2017-02-28";"[0,5]";1;0;0;0;0;"febrero 2017"
"2235";"2017-03-01 00";1,27;264;"2017";"marzo";"Oeste";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2236";"2017-03-01 01";0,5;252;"2017";"marzo";"Oeste";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2237";"2017-03-01 02";0,81;224;"2017";"marzo";"S-W";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2238";"2017-03-01 03";0,61;217;"2017";"marzo";"S-W";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2239";"2017-03-01 04";0,85;246;"2017";"marzo";"S-W";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2240";"2017-03-01 05";1,21;214;"2017";"marzo";"S-W";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2241";"2017-03-01 06";0,36;172;"2017";"marzo";"Sur";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2242";"2017-03-01 07";1,42;199;"2017";"marzo";"Sur";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2243";"2017-03-01 08";2,17;79;"2017";"marzo";"Este";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2244";"2017-03-01 09";1,42;95;"2017";"marzo";"Este";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2245";"2017-03-01 10";1,44;110;"2017";"marzo";"Este";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2246";"2017-03-01 11";1,83;126;"2017";"marzo";"S-E";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2247";"2017-03-01 12";1,9;175;"2017";"marzo";"Sur";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2248";"2017-03-01 13";2,24;220;"2017";"marzo";"S-W";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2249";"2017-03-01 14";2,81;235;"2017";"marzo";"S-W";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2250";"2017-03-01 15";3,81;253;"2017";"marzo";"Oeste";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2251";"2017-03-01 16";1,82;181;"2017";"marzo";"Sur";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2252";"2017-03-01 17";1,98;241;"2017";"marzo";"S-W";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2253";"2017-03-01 18";0,94;186;"2017";"marzo";"Sur";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2254";"2017-03-01 19";1,29;138;"2017";"marzo";"S-E";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2255";"2017-03-01 20";0,72;89;"2017";"marzo";"Este";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2256";"2017-03-01 21";1,05;178;"2017";"marzo";"Sur";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2257";"2017-03-01 22";0,82;77;"2017";"marzo";"Este";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2258";"2017-03-01 23";0,18;79;"2017";"marzo";"Este";"2017-03-01";"[0,5]";1;0;0;0;0;"marzo 2017"
"2259";"2017-03-02 00";0,51;125;"2017";"marzo";"S-E";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2260";"2017-03-02 01";1;85;"2017";"marzo";"Este";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2261";"2017-03-02 02";0,19;84;"2017";"marzo";"Este";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2262";"2017-03-02 03";0,42;84;"2017";"marzo";"Este";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2263";"2017-03-02 04";0,32;135;"2017";"marzo";"S-E";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2264";"2017-03-02 05";0,54;139;"2017";"marzo";"S-E";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2265";"2017-03-02 06";0,16;147;"2017";"marzo";"S-E";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2266";"2017-03-02 07";0,38;153;"2017";"marzo";"S-E";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2267";"2017-03-02 08";0,39;118;"2017";"marzo";"S-E";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2268";"2017-03-02 09";1,02;176;"2017";"marzo";"Sur";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2269";"2017-03-02 10";1,71;142;"2017";"marzo";"S-E";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2270";"2017-03-02 11";1,77;130;"2017";"marzo";"S-E";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2271";"2017-03-02 12";1,96;155;"2017";"marzo";"S-E";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2272";"2017-03-02 13";2,62;86;"2017";"marzo";"Este";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2273";"2017-03-02 14";2,94;90;"2017";"marzo";"Este";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2274";"2017-03-02 15";3,27;94;"2017";"marzo";"Este";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2275";"2017-03-02 16";3,25;81;"2017";"marzo";"Este";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2276";"2017-03-02 17";4,05;49;"2017";"marzo";"N-E";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2277";"2017-03-02 18";3,66;50;"2017";"marzo";"N-E";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2278";"2017-03-02 19";1,07;35;"2017";"marzo";"N-E";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2279";"2017-03-02 20";1,16;88;"2017";"marzo";"Este";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2280";"2017-03-02 21";1,97;54;"2017";"marzo";"N-E";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2281";"2017-03-02 22";1,1;63;"2017";"marzo";"N-E";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2282";"2017-03-02 23";3,53;48;"2017";"marzo";"N-E";"2017-03-02";"[0,5]";1;0;0;0;0;"marzo 2017"
"2283";"2017-03-03 00";3,69;56;"2017";"marzo";"N-E";"2017-03-03";"[0,5]";1;0;0;0;0;"marzo 2017"
"2284";"2017-03-03 01";1,62;71;"2017";"marzo";"Este";"2017-03-03";"[0,5]";1;0;0;0;0;"marzo 2017"
"2285";"2017-03-03 02";1,08;72;"2017";"marzo";"Este";"2017-03-03";"[0,5]";1;0;0;0;0;"marzo 2017"
"2286";"2017-03-03 03";2,49;62;"2017";"marzo";"N-E";"2017-03-03";"[0,5]";1;0;0;0;0;"marzo 2017"
"2287";"2017-03-03 04";3,73;48;"2017";"marzo";"N-E";"2017-03-03";"[0,5]";1;0;0;0;0;"marzo 2017"
"2288";"2017-03-03 05";4,97;54;"2017";"marzo";"N-E";"2017-03-03";"[0,5]";1;0;0;0;0;"marzo 2017"
"2289";"2017-03-03 06";10,13;50;"2017";"marzo";"N-E";"2017-03-03";"(10,15]";0;0;0;0;0;"marzo 2017"
"2290";"2017-03-03 07";11,09;46;"2017";"marzo";"N-E";"2017-03-03";"(10,15]";0;0;0;0;0;"marzo 2017"
"2291";"2017-03-03 08";11,41;44;"2017";"marzo";"N-E";"2017-03-03";"(10,15]";0;0;0;0;0;"marzo 2017"
"2292";"2017-03-03 09";8,76;57;"2017";"marzo";"N-E";"2017-03-03";"(5,10]";0;0;0;0;0;"marzo 2017"
"2293";"2017-03-03 10";10,23;51;"2017";"marzo";"N-E";"2017-03-03";"(10,15]";0;0;0;0;0;"marzo 2017"
"2294";"2017-03-03 11";8,64;60;"2017";"marzo";"N-E";"2017-03-03";"(5,10]";0;0;0;0;0;"marzo 2017"
"2295";"2017-03-03 12";8,38;71;"2017";"marzo";"Este";"2017-03-03";"(5,10]";0;0;0;0;0;"marzo 2017"
"2296";"2017-03-03 13";7,12;70;"2017";"marzo";"Este";"2017-03-03";"(5,10]";0;0;0;0;0;"marzo 2017"
"2297";"2017-03-03 14";7,37;215;"2017";"marzo";"S-W";"2017-03-03";"(5,10]";0;0;0;0;0;"marzo 2017"
"2298";"2017-03-03 15";3,1;203;"2017";"marzo";"S-W";"2017-03-03";"[0,5]";1;0;0;0;0;"marzo 2017"
"2299";"2017-03-03 16";2,46;222;"2017";"marzo";"S-W";"2017-03-03";"[0,5]";1;0;0;0;0;"marzo 2017"
"2300";"2017-03-03 17";2,55;285;"2017";"marzo";"Oeste";"2017-03-03";"[0,5]";1;0;0;0;0;"marzo 2017"
"2301";"2017-03-03 18";2,81;254;"2017";"marzo";"Oeste";"2017-03-03";"[0,5]";1;0;0;0;0;"marzo 2017"
"2302";"2017-03-03 19";6,81;118;"2017";"marzo";"S-E";"2017-03-03";"(5,10]";0;0;0;0;0;"marzo 2017"
"2303";"2017-03-03 20";6,98;98;"2017";"marzo";"Este";"2017-03-03";"(5,10]";0;0;0;0;0;"marzo 2017"
"2304";"2017-03-03 21";5,58;101;"2017";"marzo";"Este";"2017-03-03";"(5,10]";0;0;0;0;0;"marzo 2017"
"2305";"2017-03-03 22";5,76;98;"2017";"marzo";"Este";"2017-03-03";"(5,10]";0;0;0;0;0;"marzo 2017"
"2306";"2017-03-03 23";5,81;95;"2017";"marzo";"Este";"2017-03-03";"(5,10]";0;0;0;0;0;"marzo 2017"
"2307";"2017-03-04 00";6;86;"2017";"marzo";"Este";"2017-03-04";"(5,10]";0;0;0;0;0;"marzo 2017"
"2308";"2017-03-04 01";5,99;93;"2017";"marzo";"Este";"2017-03-04";"(5,10]";0;0;0;0;0;"marzo 2017"
"2309";"2017-03-04 02";4,89;96;"2017";"marzo";"Este";"2017-03-04";"[0,5]";1;0;0;0;0;"marzo 2017"
"2310";"2017-03-04 03";5,76;96;"2017";"marzo";"Este";"2017-03-04";"(5,10]";0;0;0;0;0;"marzo 2017"
"2311";"2017-03-04 04";5,96;101;"2017";"marzo";"Este";"2017-03-04";"(5,10]";0;0;0;0;0;"marzo 2017"
"2312";"2017-03-04 05";6,56;102;"2017";"marzo";"Este";"2017-03-04";"(5,10]";0;0;0;0;0;"marzo 2017"
"2313";"2017-03-04 06";5,46;97;"2017";"marzo";"Este";"2017-03-04";"(5,10]";0;0;0;0;0;"marzo 2017"
"2314";"2017-03-04 07";5,45;91;"2017";"marzo";"Este";"2017-03-04";"(5,10]";0;0;0;0;0;"marzo 2017"
"2315";"2017-03-04 08";5,05;100;"2017";"marzo";"Este";"2017-03-04";"(5,10]";0;0;0;0;0;"marzo 2017"
"2316";"2017-03-04 09";4,11;94;"2017";"marzo";"Este";"2017-03-04";"[0,5]";1;0;0;0;0;"marzo 2017"
"2317";"2017-03-04 10";6,18;100;"2017";"marzo";"Este";"2017-03-04";"(5,10]";0;0;0;0;0;"marzo 2017"
"2318";"2017-03-04 11";7,96;110;"2017";"marzo";"Este";"2017-03-04";"(5,10]";0;0;0;0;0;"marzo 2017"
"2319";"2017-03-04 12";6,94;128;"2017";"marzo";"S-E";"2017-03-04";"(5,10]";0;0;0;0;0;"marzo 2017"
"2320";"2017-03-04 13";7,45;99;"2017";"marzo";"Este";"2017-03-04";"(5,10]";0;0;0;0;0;"marzo 2017"
"2321";"2017-03-04 14";6,75;96;"2017";"marzo";"Este";"2017-03-04";"(5,10]";0;0;0;0;0;"marzo 2017"
"2322";"2017-03-04 15";6,46;90;"2017";"marzo";"Este";"2017-03-04";"(5,10]";0;0;0;0;0;"marzo 2017"
"2323";"2017-03-04 16";5,84;106;"2017";"marzo";"Este";"2017-03-04";"(5,10]";0;0;0;0;0;"marzo 2017"
"2324";"2017-03-04 17";6,46;115;"2017";"marzo";"S-E";"2017-03-04";"(5,10]";0;0;0;0;0;"marzo 2017"
"2325";"2017-03-04 18";4,29;133;"2017";"marzo";"S-E";"2017-03-04";"[0,5]";1;0;0;0;0;"marzo 2017"
"2326";"2017-03-04 19";0,7;142;"2017";"marzo";"S-E";"2017-03-04";"[0,5]";1;0;0;0;0;"marzo 2017"
"2327";"2017-03-04 20";1,14;237;"2017";"marzo";"S-W";"2017-03-04";"[0,5]";1;0;0;0;0;"marzo 2017"
"2328";"2017-03-04 21";2,79;274;"2017";"marzo";"Oeste";"2017-03-04";"[0,5]";1;0;0;0;0;"marzo 2017"
"2329";"2017-03-04 22";2,38;255;"2017";"marzo";"Oeste";"2017-03-04";"[0,5]";1;0;0;0;0;"marzo 2017"
"2330";"2017-03-04 23";1,57;259;"2017";"marzo";"Oeste";"2017-03-04";"[0,5]";1;0;0;0;0;"marzo 2017"
"2331";"2017-03-05 00";1,43;238;"2017";"marzo";"S-W";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2332";"2017-03-05 01";0,97;203;"2017";"marzo";"S-W";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2333";"2017-03-05 02";2,06;291;"2017";"marzo";"Oeste";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2334";"2017-03-05 03";1,68;282;"2017";"marzo";"Oeste";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2335";"2017-03-05 04";2,25;296;"2017";"marzo";"N-W";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2336";"2017-03-05 05";1,96;295;"2017";"marzo";"N-W";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2337";"2017-03-05 06";1,18;272;"2017";"marzo";"Oeste";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2338";"2017-03-05 07";1,62;279;"2017";"marzo";"Oeste";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2339";"2017-03-05 08";2,14;284;"2017";"marzo";"Oeste";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2340";"2017-03-05 09";1,54;286;"2017";"marzo";"Oeste";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2341";"2017-03-05 10";1,65;276;"2017";"marzo";"Oeste";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2342";"2017-03-05 11";1,45;291;"2017";"marzo";"Oeste";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2343";"2017-03-05 12";2,12;242;"2017";"marzo";"S-W";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2344";"2017-03-05 13";3,52;120;"2017";"marzo";"S-E";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2345";"2017-03-05 14";5,17;83;"2017";"marzo";"Este";"2017-03-05";"(5,10]";0;0;0;0;0;"marzo 2017"
"2346";"2017-03-05 15";5,25;77;"2017";"marzo";"Este";"2017-03-05";"(5,10]";0;0;0;0;0;"marzo 2017"
"2347";"2017-03-05 16";3,57;91;"2017";"marzo";"Este";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2348";"2017-03-05 17";3,66;85;"2017";"marzo";"Este";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2349";"2017-03-05 18";1,64;80;"2017";"marzo";"Este";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2350";"2017-03-05 19";1,68;92;"2017";"marzo";"Este";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2351";"2017-03-05 20";0,78;70;"2017";"marzo";"Este";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2352";"2017-03-05 21";0,54;74;"2017";"marzo";"Este";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2353";"2017-03-05 22";0,49;178;"2017";"marzo";"Sur";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2354";"2017-03-05 23";0,34;279;"2017";"marzo";"Oeste";"2017-03-05";"[0,5]";1;0;0;0;0;"marzo 2017"
"2355";"2017-03-06 00";0,31;272;"2017";"marzo";"Oeste";"2017-03-06";"[0,5]";1;0;0;0;0;"marzo 2017"
"2356";"2017-03-06 01";0,26;272;"2017";"marzo";"Oeste";"2017-03-06";"[0,5]";1;0;0;0;0;"marzo 2017"
"2357";"2017-03-06 02";0,92;272;"2017";"marzo";"Oeste";"2017-03-06";"[0,5]";1;0;0;0;0;"marzo 2017"
"2358";"2017-03-06 03";1,08;266;"2017";"marzo";"Oeste";"2017-03-06";"[0,5]";1;0;0;0;0;"marzo 2017"
"2359";"2017-03-06 04";1,21;258;"2017";"marzo";"Oeste";"2017-03-06";"[0,5]";1;0;0;0;0;"marzo 2017"
"2360";"2017-03-06 05";0,74;263;"2017";"marzo";"Oeste";"2017-03-06";"[0,5]";1;0;0;0;0;"marzo 2017"
"2361";"2017-03-06 06";1,76;234;"2017";"marzo";"S-W";"2017-03-06";"[0,5]";1;0;0;0;0;"marzo 2017"
"2362";"2017-03-06 07";4,05;94;"2017";"marzo";"Este";"2017-03-06";"[0,5]";1;0;0;0;0;"marzo 2017"
"2363";"2017-03-06 08";5,71;101;"2017";"marzo";"Este";"2017-03-06";"(5,10]";0;0;0;0;0;"marzo 2017"
"2364";"2017-03-06 09";5,45;105;"2017";"marzo";"Este";"2017-03-06";"(5,10]";0;0;0;0;0;"marzo 2017"
"2365";"2017-03-06 10";7,53;99;"2017";"marzo";"Este";"2017-03-06";"(5,10]";0;0;0;0;0;"marzo 2017"
"2366";"2017-03-06 11";7,65;94;"2017";"marzo";"Este";"2017-03-06";"(5,10]";0;0;0;0;0;"marzo 2017"
"2367";"2017-03-06 12";6,29;99;"2017";"marzo";"Este";"2017-03-06";"(5,10]";0;0;0;0;0;"marzo 2017"
"2368";"2017-03-06 13";5,76;104;"2017";"marzo";"Este";"2017-03-06";"(5,10]";0;0;0;0;0;"marzo 2017"
"2369";"2017-03-06 14";6,18;93;"2017";"marzo";"Este";"2017-03-06";"(5,10]";0;0;0;0;0;"marzo 2017"
"2370";"2017-03-06 15";5,59;110;"2017";"marzo";"Este";"2017-03-06";"(5,10]";0;0;0;0;0;"marzo 2017"
"2371";"2017-03-06 16";6,65;153;"2017";"marzo";"S-E";"2017-03-06";"(5,10]";0;0;0;0;0;"marzo 2017"
"2372";"2017-03-06 17";7,05;158;"2017";"marzo";"Sur";"2017-03-06";"(5,10]";0;0;0;0;0;"marzo 2017"
"2373";"2017-03-06 18";2,8;109;"2017";"marzo";"Este";"2017-03-06";"[0,5]";1;0;0;0;0;"marzo 2017"
"2374";"2017-03-06 19";2,38;102;"2017";"marzo";"Este";"2017-03-06";"[0,5]";1;0;0;0;0;"marzo 2017"
"2375";"2017-03-06 20";1,47;134;"2017";"marzo";"S-E";"2017-03-06";"[0,5]";1;0;0;0;0;"marzo 2017"
"2376";"2017-03-06 21";2,65;86;"2017";"marzo";"Este";"2017-03-06";"[0,5]";1;0;0;0;0;"marzo 2017"
"2377";"2017-03-06 22";1,55;145;"2017";"marzo";"S-E";"2017-03-06";"[0,5]";1;0;0;0;0;"marzo 2017"
"2378";"2017-03-06 23";1,11;78;"2017";"marzo";"Este";"2017-03-06";"[0,5]";1;0;0;0;0;"marzo 2017"
"2379";"2017-03-07 00";1,09;88;"2017";"marzo";"Este";"2017-03-07";"[0,5]";1;0;0;0;0;"marzo 2017"
"2380";"2017-03-07 01";1,38;79;"2017";"marzo";"Este";"2017-03-07";"[0,5]";1;0;0;0;0;"marzo 2017"
"2381";"2017-03-07 02";2,47;89;"2017";"marzo";"Este";"2017-03-07";"[0,5]";1;0;0;0;0;"marzo 2017"
"2382";"2017-03-07 03";1,72;89;"2017";"marzo";"Este";"2017-03-07";"[0,5]";1;0;0;0;0;"marzo 2017"
"2383";"2017-03-07 04";2,12;75;"2017";"marzo";"Este";"2017-03-07";"[0,5]";1;0;0;0;0;"marzo 2017"
"2384";"2017-03-07 05";0,84;112;"2017";"marzo";"Este";"2017-03-07";"[0,5]";1;0;0;0;0;"marzo 2017"
"2385";"2017-03-07 06";0,85;94;"2017";"marzo";"Este";"2017-03-07";"[0,5]";1;0;0;0;0;"marzo 2017"
"2386";"2017-03-07 07";2,24;95;"2017";"marzo";"Este";"2017-03-07";"[0,5]";1;0;0;0;0;"marzo 2017"
"2387";"2017-03-07 08";3,08;92;"2017";"marzo";"Este";"2017-03-07";"[0,5]";1;0;0;0;0;"marzo 2017"
"2388";"2017-03-07 09";3,09;94;"2017";"marzo";"Este";"2017-03-07";"[0,5]";1;0;0;0;0;"marzo 2017"
"2389";"2017-03-07 10";4,26;112;"2017";"marzo";"Este";"2017-03-07";"[0,5]";1;0;0;0;0;"marzo 2017"
"2390";"2017-03-07 11";5,74;87;"2017";"marzo";"Este";"2017-03-07";"(5,10]";0;0;0;0;0;"marzo 2017"
"2391";"2017-03-07 12";5,94;96;"2017";"marzo";"Este";"2017-03-07";"(5,10]";0;0;0;0;0;"marzo 2017"
"2392";"2017-03-07 13";8,54;124;"2017";"marzo";"S-E";"2017-03-07";"(5,10]";0;0;0;0;0;"marzo 2017"
"2393";"2017-03-07 14";7,36;152;"2017";"marzo";"S-E";"2017-03-07";"(5,10]";0;0;0;0;0;"marzo 2017"
"2394";"2017-03-07 15";8,52;127;"2017";"marzo";"S-E";"2017-03-07";"(5,10]";0;0;0;0;0;"marzo 2017"
"2395";"2017-03-07 16";7,55;120;"2017";"marzo";"S-E";"2017-03-07";"(5,10]";0;0;0;0;0;"marzo 2017"
"2396";"2017-03-07 17";7,8;159;"2017";"marzo";"Sur";"2017-03-07";"(5,10]";0;0;0;0;0;"marzo 2017"
"2397";"2017-03-07 18";5,06;122;"2017";"marzo";"S-E";"2017-03-07";"(5,10]";0;0;0;0;0;"marzo 2017"
"2398";"2017-03-07 19";3;142;"2017";"marzo";"S-E";"2017-03-07";"[0,5]";1;0;0;0;0;"marzo 2017"
"2399";"2017-03-07 20";1,79;117;"2017";"marzo";"S-E";"2017-03-07";"[0,5]";1;0;0;0;0;"marzo 2017"
"2400";"2017-03-07 21";3,5;116;"2017";"marzo";"S-E";"2017-03-07";"[0,5]";1;0;0;0;0;"marzo 2017"
"2401";"2017-03-07 22";1,71;93;"2017";"marzo";"Este";"2017-03-07";"[0,5]";1;0;0;0;0;"marzo 2017"
"2402";"2017-03-07 23";1,5;101;"2017";"marzo";"Este";"2017-03-07";"[0,5]";1;0;0;0;0;"marzo 2017"
"2403";"2017-03-10 09";1,97;116;"2017";"marzo";"S-E";"2017-03-10";"[0,5]";1;0;0;0;0;"marzo 2017"
"2404";"2017-03-10 10";3;125;"2017";"marzo";"S-E";"2017-03-10";"[0,5]";1;0;0;0;0;"marzo 2017"
"2405";"2017-03-10 11";4,7;90;"2017";"marzo";"Este";"2017-03-10";"[0,5]";1;0;0;0;0;"marzo 2017"
"2406";"2017-03-10 12";3,41;91;"2017";"marzo";"Este";"2017-03-10";"[0,5]";1;0;0;0;0;"marzo 2017"
"2407";"2017-03-10 13";4,57;92;"2017";"marzo";"Este";"2017-03-10";"[0,5]";1;0;0;0;0;"marzo 2017"
"2408";"2017-03-10 14";4,92;102;"2017";"marzo";"Este";"2017-03-10";"[0,5]";1;0;0;0;0;"marzo 2017"
"2409";"2017-03-10 15";3,67;112;"2017";"marzo";"Este";"2017-03-10";"[0,5]";1;0;0;0;0;"marzo 2017"
"2410";"2017-03-10 16";3,03;120;"2017";"marzo";"S-E";"2017-03-10";"[0,5]";1;0;0;0;0;"marzo 2017"
"2411";"2017-03-10 17";1,57;100;"2017";"marzo";"Este";"2017-03-10";"[0,5]";1;0;0;0;0;"marzo 2017"
"2412";"2017-03-10 18";0,73;110;"2017";"marzo";"Este";"2017-03-10";"[0,5]";1;0;0;0;0;"marzo 2017"
"2413";"2017-03-10 19";0,48;132;"2017";"marzo";"S-E";"2017-03-10";"[0,5]";1;0;0;0;0;"marzo 2017"
"2414";"2017-03-10 20";0,28;253;"2017";"marzo";"Oeste";"2017-03-10";"[0,5]";1;0;0;0;0;"marzo 2017"
"2415";"2017-03-10 21";0,16;253;"2017";"marzo";"Oeste";"2017-03-10";"[0,5]";1;0;0;0;0;"marzo 2017"
"2416";"2017-03-10 22";0,25;223;"2017";"marzo";"S-W";"2017-03-10";"[0,5]";1;0;0;0;0;"marzo 2017"
"2417";"2017-03-10 23";0,18;157;"2017";"marzo";"S-E";"2017-03-10";"[0,5]";1;0;0;0;0;"marzo 2017"
"2418";"2017-03-11 00";0,39;150;"2017";"marzo";"S-E";"2017-03-11";"[0,5]";1;0;0;0;0;"marzo 2017"
"2419";"2017-03-11 01";0,78;126;"2017";"marzo";"S-E";"2017-03-11";"[0,5]";1;0;0;0;0;"marzo 2017"
